Track,Artist,Year,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity,Genre
Atmosphere,Joy Division,1980,251866,4,0.611,0.435,6,-10.791,1,0.0308,0.214,0.474,0.102,0.436,120.066,30,Alt. Rock
Dead Souls - 2007 Remaster,Joy Division,1980,293693,4,0.484,0.962,5,-5.317,1,0.0585,0.0496,0.668,0.116,0.633,116.795,39,Alt. Rock
Isolation - 2007 Remaster,Joy Division,1980,175093,4,0.544,0.783,0,-8.12,1,0.054,0.048,0.00734,0.0917,0.697,151.522,47,Alt. Rock
Love Will Tear Us Apart,Joy Division,1980,206226,4,0.524,0.921,2,-7.709,1,0.0367,0.00103,0.768,0.128,0.908,146.849,39,Alt. Rock
New Dawn Fades - 2007 Remaster,Joy Division,1980,291706,4,0.387,0.525,2,-9.634,1,0.035,0.00236,0.769,0.251,0.258,78.339,48,Alt. Rock
Shadowplay - 2019 Digital Master,Joy Division,1980,235653,4,0.423,0.769,9,-7.2,1,0.0617,0.00107,0.862,0.135,0.109,145.386,44,Alt. Rock
She's Lost Control - 2007 Remaster,Joy Division,1980,237013,4,0.485,0.846,11,-7.63,0,0.0528,0.0157,0.0287,0.0766,0.743,144.246,55,Alt. Rock
"21st Century Schizoid Man - Including ""Mirrors""",King Crimson,1969,442580,4,0.342,0.701,7,-9.916,0,0.0626,0.000409,0.588,0.197,0.558,139.563,55,Alt. Rock
"Epitaph - Including ""March for No Reason"" and ""Tomorrow and Tomorrow""",King Crimson,1969,526822,4,0.284,0.318,4,-12.919,0,0.0319,0.00721,0.00864,0.0858,0.0924,131.699,53,Alt. Rock
"The Court Of The Crimson King - Including ""The Return of the Fire Witch"" and ""The Dance of the Puppets""",King Crimson,1969,602530,4,0.337,0.344,4,-12.079,0,0.0429,0.0832,0.207,0.224,0.0704,135.871,52,Alt. Rock
The Devils Triangle,King Crimson,1969,697023,5,0.191,0.458,2,-15.031,1,0.0513,0.00395,0.818,0.0785,0.08,117.85,28,Alt. Rock
The Night Watch,King Crimson,1973,281611,4,0.264,0.305,11,-15.952,0,0.0413,0.0407,0.0164,0.19,0.125,118.221,30,Alt. Rock
