Track,Artist,Year,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity,Genre
The Blood Will Never Lose Its Power - Live,CeCe Winans,2007,118533,4,0.396,0.336,0,-12.839,1,0.0319,0.689,0.00000104,0.409,0.233,95.718,40,Gospel
That's My King,CeCe Winans,2008,251155,4,0.603,0.891,1,-5.396,1,0.0393,0.00775,0,0.896,0.195,95.095,53,Gospel
Believe For It,CeCe Winans,2021,228600,4,0.394,0.641,7,-7.373,1,0.0318,0.00863,0,0.086,0.371,157.588,51,Gospel
Holy Is The Lord - Arriving Album Version,Chris Tomlin,2004,252533,4,0.458,0.708,10,-4.149,1,0.0271,0.000976,0,0.238,0.422,83.83,44,Gospel
How Great Is Our God,Chris Tomlin,2004,305426,4,0.32,0.573,1,-5.653,1,0.0319,0.107,0,0.0854,0.077,156.05,63,Gospel
Indescribable,Chris Tomlin,2004,238786,3,0.379,0.799,11,-4.131,1,0.0291,0.0817,0,0.108,0.41,179.761,48,Gospel
Amazing Grace (My Chains Are Gone),Chris Tomlin,2006,266520,4,0.519,0.168,7,-10.785,1,0.032,0.828,0,0.104,0.172,125.699,47,Gospel
Our God,Chris Tomlin,2008,285160,4,0.508,0.778,11,-3.608,1,0.0295,0.00998,0,0.19,0.221,105.063,62,Gospel
Whom Shall I Fear (God Of Angel Armies),Chris Tomlin,2012,267906,4,0.444,0.778,0,-3.037,1,0.0324,0.051,0,0.269,0.42,148.044,58,Gospel
Good Good Father,Chris Tomlin,2015,293398,3,0.431,0.587,9,-4.588,1,0.0275,0.314,0,0.108,0.165,145.008,65,Gospel
Jesus,Chris Tomlin,2015,245533,4,0.44,0.74,9,-4.436,1,0.0316,0.00936,0,0.334,0.301,76.975,44,Gospel
Holy Forever,Chris Tomlin,2022,308066,4,0.453,0.704,1,-4.62,1,0.0351,0.226,0,0.118,0.271,144.004,64,Gospel
Beyond The Veil - Live,Daryl Coley,1986,507893,4,0.343,0.316,8,-10.43,1,0.0311,0.53,0,0.0784,0.0947,128.475,31,Gospel
Hallelujah You're Worthy,Daryl Coley,1986,375000,4,0.499,0.791,5,-8.32,0,0.0837,0.175,0,0.351,0.598,77.493,18,Gospel
He's Preparing Me,Daryl Coley,1986,486973,3,0.324,0.525,3,-11.946,1,0.0353,0.209,0,0.0996,0.332,99.775,32,Gospel
He's Right On Time - Live,Daryl Coley,1986,282093,4,0.606,0.886,1,-9.375,1,0.142,0.167,0,0.947,0.832,147.886,10,Gospel
Jesus Saves,Daryl Coley,1986,298666,4,0.565,0.849,10,-7.022,0,0.121,0.231,0,0.348,0.528,143.69,24,Gospel
Spirit Of The Lord,Daryl Coley,1986,383840,4,0.568,0.305,8,-13.09,1,0.0325,0.415,0.00000175,0.359,0.134,125.989,0,Gospel
When Sunday Comes,Daryl Coley,1986,453933,3,0.242,0.639,5,-9.326,0,0.0826,0.319,0,0.202,0.234,139.606,27,Gospel
A Billion People,Deitrick Haddon,2009,458498,4,0.435,0.706,6,-6.409,1,0.0408,0.0462,0.00000606,0.199,0.245,125.905,29,Gospel
Have Your Way,Deitrick Haddon,2009,279613,4,0.615,0.707,2,-5.868,1,0.0348,0.0172,0,0.223,0.443,109.49,26,Gospel
Open Door Season,Deitrick Haddon,2009,188879,4,0.57,0.66,1,-6.861,1,0.0556,0.000394,0.0688,0.111,0.406,188.087,36,Gospel
Sinner's Prayer,Deitrick Haddon,2009,302000,4,0.757,0.405,0,-6.15,0,0.0907,0.562,0.00000443,0.275,0.382,134.032,34,Gospel
Well Done,Deitrick Haddon,2009,246080,4,0.375,0.707,1,-6.425,1,0.0408,0.0164,0,0.126,0.229,64.492,39,Gospel
Without You,Deitrick Haddon,2009,236500,4,0.311,0.598,6,-8.433,0,0.111,0.262,0.00000417,0.181,0.553,64.104,19,Gospel
Be Like Jesus,Deitrick Haddon,2015,199564,4,0.526,0.633,1,-5.917,1,0.349,0.0167,0,0.0631,0.432,201.682,24,Gospel
God Is Good All The Time,Don Moen,1997,317933,4,0.58,0.635,2,-15.811,1,0.079,0.118,0.00000554,0.989,0.583,117.288,53,Gospel
Here We Are - Live,Don Moen,1997,277706,4,0.465,0.177,5,-18.378,1,0.0325,0.761,0,0.11,0.15,89.385,44,Gospel
I Will Sing - Live,Don Moen,1997,277893,4,0.427,0.262,0,-13.451,1,0.0329,0.315,0,0.115,0.0627,138.922,49,Gospel
Medley: God Is Good All The Time - Live,Don Moen,1997,224400,4,0.531,0.608,4,-9.575,1,0.0427,0.363,0,0.426,0.564,113.39,8,Gospel
Our Father,Don Moen,1997,262092,4,0.425,0.478,2,-7.637,1,0.0261,0.466,0.00232,0.476,0.308,80.963,48,Gospel
Shout to the Lord,Don Moen,1997,306426,4,0.218,0.755,10,-5.7,1,0.0476,0.231,0,0.947,0.324,83.162,50,Gospel
Thank You Lord - Live,Don Moen,1997,359893,4,0.556,0.417,5,-9.29,1,0.0258,0.634,0.00000414,0.936,0.296,90.054,53,Gospel
The Power of Your Love,Don Moen,1997,313386,4,0.428,0.493,7,-7.387,1,0.0287,0.17,0,0.254,0.22,76.854,51,Gospel
Give Thanks - Live,Don Moen,2003,214226,4,0.294,0.274,5,-13.729,1,0.0279,0.673,0,0.119,0.15,82.931,53,Gospel
Bless Me (The Prayer Of Jabez),Donald Lawrence & The Tri-City Singers,2001,402666,3,0.265,0.594,3,-5.772,1,0.0466,0.474,0,0.38,0.199,97.067,41,Gospel
Deliver Me (This Is My Exodus) (feat. Le'Andria Johnson),Donald Lawrence & The Tri-City Singers,2001,344325,3,0.371,0.691,1,-4.947,1,0.146,0.0325,0.00000394,0.449,0.167,103.247,43,Gospel
He Heard My Cry (feat. Sir The Baptist & Arnetta Murrill-Crooms),Donald Lawrence & The Tri-City Singers,2001,270623,4,0.583,0.582,1,-7.143,0,0.381,0.329,0,0.18,0.466,73.872,18,Gospel
Seasons - Live,Donald Lawrence & The Tri-City Singers,2001,275093,4,0.246,0.402,8,-9.413,1,0.058,0.435,0,0.687,0.384,199.654,29,Gospel
The Best Is Yet To Come,Donald Lawrence & The Tri-City Singers,2001,319070,4,0.716,0.952,5,-5.671,0,0.0805,0.0558,0,0.0324,0.72,114.981,42,Gospel
The Blessing Of Abraham - Act II Version / Live,Donald Lawrence & The Tri-City Singers,2001,372880,4,0.658,0.935,1,-5.891,1,0.108,0.0112,0,0.688,0.734,132.018,40,Gospel
Great Is Your Mercy - Live,Donnie McClurkin,1996,484640,4,0.354,0.534,5,-7.253,1,0.0598,0.417,0,0.613,0.2,75.071,43,Gospel
"Holy,Holy,Holy",Donnie McClurkin,1996,378733,3,0.192,0.226,3,-11.513,1,0.0342,0.794,0,0.0974,0.105,88.478,27,Gospel
I Call You Faithful - (Album Version),Donnie McClurkin,1996,325666,3,0.29,0.91,8,-2.851,1,0.085,0.0594,0,0.458,0.512,144.838,36,Gospel
I Need You (Live),Donnie McClurkin,1996,323877,4,0.45,0.709,1,-6.451,1,0.0651,0.101,0.000016,0.432,0.419,155.821,36,Gospel
"I'll Trust You,Lord",Donnie McClurkin,1996,372066,4,0.341,0.604,10,-6.912,1,0.0633,0.336,0,0.934,0.502,179.691,32,Gospel
Only You Are Holy,Donnie McClurkin,1996,414466,4,0.38,0.301,5,-11.982,1,0.0302,0.693,0.00000176,0.32,0.129,99.632,35,Gospel
Speak to My Heart,Donnie McClurkin,1996,322973,4,0.591,0.397,5,-11.571,1,0.051,0.695,0.00000879,0.121,0.548,164.025,46,Gospel
Stand,Donnie McClurkin,1996,320400,3,0.382,0.417,8,-9.844,1,0.0373,0.498,0,0.0789,0.387,103.816,49,Gospel
We Fall Down - Live,Donnie McClurkin,1996,293560,4,0.507,0.571,5,-4.96,0,0.0328,0.161,0,0.142,0.323,88.749,43,Gospel
Get Right Church,Dottie Peoples & The Peoples Choice Chorale,1995,284133,4,0.627,0.925,1,-5.589,1,0.0825,0.31,0,0.549,0.785,112.077,10,Gospel
He's An On Time God,Dottie Peoples & The Peoples Choice Chorale,1995,352160,4,0.664,0.686,8,-11.651,1,0.112,0.295,0.0000117,0.922,0.62,122.218,40,Gospel
I'm Blessed,Dottie Peoples & The Peoples Choice Chorale,1995,274080,4,0.697,0.815,1,-8.213,1,0.222,0.242,0,0.431,0.798,114.935,9,Gospel
Glory To Glory To Glory,Fred Hammond,1996,421600,4,0.398,0.821,0,-9.383,0,0.239,0.013,0.0000859,0.783,0.348,89.422,39,Gospel
I Will Trust (feat. BreeAnn Hammond),Fred Hammond,1996,394840,3,0.208,0.572,3,-4.369,0,0.0386,0.251,0.0000011,0.0935,0.144,171.135,32,Gospel
Jesus Be a Fence Around Me (Live),Fred Hammond,1996,450920,4,0.57,0.915,1,-3.598,1,0.297,0.105,0,0.375,0.516,129.359,42,Gospel
Let the Praise Begin,Fred Hammond,1996,321600,3,0.611,0.877,1,-5.691,1,0.28,0.35,0.0000336,0.103,0.634,166.519,38,Gospel
Lord of The Harvest,Fred Hammond,1996,320040,4,0.616,0.951,6,-3.744,1,0.0831,0.14,0,0.389,0.684,129.978,30,Gospel
My Heart Depends On You,Fred Hammond,1996,306560,4,0.589,0.451,4,-13.606,1,0.0486,0.441,0.000881,0.15,0.392,136.001,12,Gospel
No Weapon,Fred Hammond,1996,306533,4,0.241,0.445,8,-10.443,1,0.0386,0.694,0,0.0842,0.205,78.448,53,Gospel
This Is The Day,Fred Hammond,1996,289333,4,0.667,0.953,7,-4.951,1,0.116,0.0312,0.0000163,0.967,0.387,106.002,41,Gospel
We're Blessed,Fred Hammond,1996,342466,4,0.325,0.974,8,-5.035,1,0.127,0.00445,0.00000155,0.617,0.662,186.632,49,Gospel
You Are The Living Word (Live),Fred Hammond,1996,327386,4,0.432,0.844,0,-4.243,0,0.0687,0.434,0,0.309,0.292,114.913,45,Gospel
Love,Gods Property,1997,323066,4,0.403,0.566,10,-8.219,1,0.056,0.624,0,0.104,0.331,100.569,42,Gospel
More Than I Can Bear,Gods Property,1997,319631,3,0.324,0.706,0,-5.751,1,0.122,0.523,0,0.085,0.447,159.976,43,Gospel
Stomp,Gods Property,1997,336533,4,0.814,0.918,0,-5.389,1,0.147,0.114,0,0.0436,0.732,105.86,39,Gospel
Here I Am to Worship,Israel & New Breed,2003,265974,4,0.299,0.68,4,-10.372,1,0.0846,0.0157,0,0.835,0.338,144.921,27,Gospel
How Awesome Is Our God (feat. Yolanda Adams),Israel & New Breed,2003,309760,4,0.199,0.635,7,-3.963,0,0.0371,0.313,0,0.117,0.17,82.196,26,Gospel
Not Forgotten - Live,Israel & New Breed,2003,358360,4,0.608,0.928,6,-3.737,0,0.0691,0.153,0,0.944,0.536,96.96,32,Gospel
To Worship You I Live - Live,Israel & New Breed,2003,407713,4,0.282,0.258,0,-10.01,1,0.0344,0.595,0,0.613,0.192,121.813,40,Gospel
Your Presence Is Heaven - Live,Israel & New Breed,2003,519240,4,0.522,0.679,2,-6.159,1,0.0371,0.0105,0,0.672,0.276,132.009,44,Gospel
Friend of God,Israel Houghton,2009,386542,4,0.487,0.837,6,-6.353,0,0.0667,0.0792,0.0000238,0.503,0.342,127.079,47,Gospel
You Are Good,Israel Houghton,2009,322952,4,0.523,0.854,9,-5.918,1,0.0707,0.00147,0,0.523,0.433,127.944,51,Gospel
For God So Loved The World,James Cleveland,1962,362093,4,0.291,0.412,1,-16.074,1,0.0503,0.62,0.00000238,0.338,0.32,127.575,3,Gospel
I Don't Feel No Ways Tired (feat. Gmwa Los Angeles Chapter),James Cleveland,1962,80160,4,0.291,0.852,8,-11.73,1,0.0728,0.659,0.0000011,0.449,0.451,135.724,15,Gospel
Lord Do It,James Cleveland,1962,325826,3,0.452,0.341,8,-13.257,1,0.0619,0.877,0.00177,0.14,0.587,107.496,33,Gospel
Medley: I Stood On The Banks Of Jordan / Lord Do It For Me / Lord Help Me To Hold Out / Peace Be Still,James Cleveland,1962,419506,3,0.494,0.743,5,-6.595,1,0.0906,0.977,0.39,0.643,0.606,113.276,22,Gospel
Nobody Knows The Trouble I've Seen,James Cleveland,1962,312280,3,0.394,0.27,8,-15.01,1,0.0383,0.911,0.247,0.248,0.389,98.596,0,Gospel
Peace Be Still,James Cleveland,1962,366533,3,0.43,0.438,1,-13.38,1,0.0534,0.858,0.00191,0.263,0.619,180.096,27,Gospel
Thank You Lord,James Cleveland,1962,376640,4,0.362,0.934,10,-4.713,1,0.168,0.778,0.159,0.568,0.375,146.311,13,Gospel
You Can't Hurry God (He's Right On Time),James Cleveland,1962,225426,4,0.358,0.968,10,-4.36,1,0.28,0.621,0.0861,0.469,0.408,194.358,7,Gospel
Greater is Coming,Jekalyn Carr,2017,399386,4,0.434,0.808,5,-3.484,0,0.0432,0.0656,0,0.148,0.356,98.031,37,Gospel
I See Miracles,Jekalyn Carr,2017,260431,4,0.264,0.795,10,-4.413,0,0.0705,0.0901,0.000217,0.243,0.357,153.044,38,Gospel
It's Gonna Happen,Jekalyn Carr,2017,273641,4,0.366,0.825,7,-5.074,1,0.18,0.163,0,0.261,0.457,159.77,10,Gospel
Jehovah Jireh - Live,Jekalyn Carr,2017,373771,4,0.44,0.696,3,-5.065,0,0.0363,0.0875,0,0.379,0.17,92.042,44,Gospel
My Portion,Jekalyn Carr,2017,250987,4,0.372,0.675,5,-5.344,1,0.0468,0.105,0,0.148,0.279,86.154,37,Gospel
You Will Win,Jekalyn Carr,2017,483195,4,0.346,0.842,9,-3.653,1,0.0621,0.097,0.0000012,0.172,0.239,86.065,43,Gospel
You're Bigger,Jekalyn Carr,2017,446666,4,0.404,0.676,5,-5.426,0,0.0563,0.0623,0.0000298,0.23,0.157,112.403,46,Gospel
After This,JJ Hairston,2019,400040,4,0.61,0.912,11,-6.221,0,0.123,0.0347,0,0.974,0.676,141.476,30,Gospel
Grateful (feat. Maranda Willis),JJ Hairston,2019,515250,4,0.301,0.668,4,-6.741,1,0.0712,0.111,0,0.316,0.197,115.935,17,Gospel
You Are Worthy (Reprise),JJ Hairston,2019,149040,1,0.365,0.739,1,-6.606,1,0.202,0.743,0,0.404,0.4,89.622,9,Gospel
He's Able,John P. Kee & The New Life Community Choir,1994,306546,4,0.559,0.55,10,-8.671,1,0.0254,0.537,0,0.531,0.284,100.9,20,Gospel
Hear My Voice,John P. Kee & The New Life Community Choir,1994,337354,3,0.515,0.611,11,-8.078,1,0.0382,0.0288,0,0.225,0.425,128.859,30,Gospel
Oh How Wondrous,John P. Kee & The New Life Community Choir,1994,318053,4,0.662,0.812,1,-6.516,1,0.0704,0.0183,0,0.675,0.849,104.086,33,Gospel
We Walk By Faith,John P. Kee & The New Life Community Choir,1994,262106,4,0.63,0.873,1,-6.413,1,0.0713,0.343,0,0.424,0.636,111.712,24,Gospel
Balm In Gilead,Karen Clark Sheard,1997,394666,4,0.604,0.918,7,-7.651,1,0.0898,0.138,0,0.985,0.694,145.935,33,Gospel
Completely Yours,Karen Clark Sheard,1997,247331,3,0.245,0.545,9,-6.318,1,0.0371,0.176,0,0.0865,0.118,139.549,33,Gospel
God Is Here,Karen Clark Sheard,1997,505080,4,0.399,0.575,10,-5.598,1,0.0392,0.74,0,0.35,0.23,90.361,30,Gospel
So Good,Karen Clark Sheard,1997,245106,4,0.616,0.943,5,-1.795,0,0.132,0.0881,0,0.319,0.765,144.995,10,Gospel
The Heavens Are Telling,Karen Clark Sheard,1997,352066,3,0.327,0.658,6,-4.55,1,0.0589,0.749,0,0.646,0.163,112.697,18,Gospel
Yes,Karen Clark Sheard,1997,313815,3,0.237,0.533,3,-5.505,1,0.0401,0.404,0,0.0899,0.273,167.869,44,Gospel
Go Light Your World,Kathy Troccoli,1994,246066,4,0.551,0.39,6,-9.998,1,0.036,0.494,0,0.145,0.315,67.864,34,Gospel
Help Myself To You,Kathy Troccoli,1994,252960,4,0.548,0.663,0,-5.702,1,0.0249,0.119,0,0.129,0.116,96.831,7,Gospel
Love Has a Name,Kathy Troccoli,1994,264226,4,0.745,0.505,5,-10.416,0,0.0294,0.373,0.0000108,0.0639,0.435,93.024,5,Gospel
You're The Heart Of Me,Kathy Troccoli,1994,249266,4,0.45,0.566,1,-5.33,1,0.0278,0.12,0,0.115,0.203,133.866,4,Gospel
You're the One,Kathy Troccoli,1994,281613,4,0.488,0.438,7,-9.482,1,0.0308,0.6,0.00000389,0.0953,0.263,169.837,0,Gospel
Try Me Again,Kim Burrell,2003,380040,4,0.28,0.937,6,-4.912,1,0.205,0.00192,0,0.696,0.547,164.894,11,Gospel
Holy Ghost,Kim Burrell,2005,265040,4,0.511,0.558,5,-8.046,1,0.0325,0.429,0,0.285,0.245,115.042,29,Gospel
I'll Keep Holding On,Kim Burrell,2005,169026,4,0.431,0.831,5,-6.546,0,0.274,0.0876,0.0000011,0.357,0.719,205.064,20,Gospel
Jesus,Kim Burrell,2005,275546,4,0.613,0.459,1,-9.066,1,0.0391,0.753,0.0000012,0.104,0.38,135.969,10,Gospel
"Over and Over,Again",Kim Burrell,2005,295226,4,0.544,0.66,4,-6.114,0,0.0749,0.257,0,0.302,0.37,85.053,21,Gospel
I See a Victory,Kim Burrell,2019,187253,4,0.624,0.757,11,-3.719,0,0.361,0.075,0,0.317,0.744,190.124,31,Gospel
Stomp (Remix),Kirk Franklin,1997,305666,4,0.831,0.917,0,-5.238,1,0.0781,0.0427,0.000178,0.0663,0.677,105.793,47,Gospel
Lean On Me,Kirk Franklin,1998,309066,4,0.517,0.464,5,-8.021,1,0.0275,0.269,0,0.0827,0.162,106.395,46,Gospel
Why We Sing - Live,Kirk Franklin,1999,355160,4,0.434,0.523,3,-10.71,1,0.0627,0.597,0,0.545,0.338,109.203,47,Gospel
"Brighter Day - Live at Lakewood Church,Houston,TX - June 16,2000",Kirk Franklin,2000,340133,4,0.6,0.875,5,-5.839,0,0.101,0.114,0,0.715,0.734,84.061,51,Gospel
"Hosanna - Live at Lakewood Church,Houston,TX - June 16,2000",Kirk Franklin,2000,307733,4,0.689,0.969,0,-5.51,1,0.181,0.113,0.0000078,0.757,0.274,122.057,48,Gospel
"My Life,My Love,My All - Live at Lakewood Church,Houston,TX - June 16,2000",Kirk Franklin,2000,382573,4,0.239,0.509,1,-9.465,1,0.05,0.429,0,0.38,0.152,78.242,40,Gospel
The Storm Is Over Now,Kirk Franklin,2001,346866,4,0.425,0.461,0,-6.567,1,0.0264,0.485,0,0.12,0.222,91.854,41,Gospel
Imagine Me,Kirk Franklin,2007,318840,4,0.632,0.717,0,-8.307,1,0.039,0.138,0.00149,0.0685,0.77,153.942,52,Gospel
